code|name|text
BP030|Gurandil|Gurandil per 100 gram memiliki kandungan zat gizi seperti 1.0 g zat abu, 47.5 g zat air, 2.8 mg zat besi, 0 mcg zat beta-karoten, 218 zat energi, 25 mg zat fosfor, 0 mg zat kalium, 50 mg zat kalsium, 48.5 g zat karbohidrat, 0 mcg zat karoten total, 2.5 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 0.5 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 3.1 g zat serat, 0 mg zat tembaga, 0.19 mg zat thiamin dan 0 mg zat vitamin c. 
BP031|Kabuto|Kabuto per 100 gram memiliki kandungan zat gizi seperti 0.6 g zat abu, 58.9 g zat air, 1.1 mg zat besi, 0 mcg zat beta-karoten, 250 zat energi, 49 mg zat fosfor, 218.0 mg zat kalium, 35 mg zat kalsium, 35.4 g zat karbohidrat, 0 mcg zat karoten total, 2.5 g zat lemak, 2 mg zat natrium, 0.6 mg zat niasin, 2.6 g zat protein, 0 mcg zat retinol, 0.10 mg zat riboflavin, 0 mg zat seng, 1.8 g zat serat, 0 mg zat tembaga, 0.10 mg zat thiamin dan 0 mg zat vitamin c. 
BP032|Kapurung|Kapurung per 100 gram memiliki kandungan zat gizi seperti 0.6 g zat abu, 79.6 g zat air, 0.3 mg zat besi, 213 mcg zat beta-karoten, 41 zat energi, 12 mg zat fosfor, 566.0 mg zat kalium, 34 mg zat kalsium, 7.8 g zat karbohidrat, 0 mcg zat karoten total, 0.3 g zat lemak, 185 mg zat natrium, 2.7 mg zat niasin, 2.0 g zat protein, 0 mcg zat retinol, 0.25 mg zat riboflavin, 0.3 mg zat seng, 2.0 g zat serat, 0.10 mg zat tembaga, 0.12 mg zat thiamin dan 15 mg zat vitamin c. 
BP033|Kecimpring singkong goreng|Kecimpring singkong goreng per 100 gram memiliki kandungan zat gizi seperti 3.5 g zat abu, 3.7 g zat air, 3.4 mg zat besi, 0 mcg zat beta-karoten, 464 zat energi, 52 mg zat fosfor, 0 mg zat kalium, 82 mg zat kalsium, 73.0 g zat karbohidrat, 3320 mcg zat karoten total, 18.6 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 1.2 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 1.3 g zat serat, 0 mg zat tembaga, 0.34 mg zat thiamin dan 0 mg zat vitamin c. 
BP034|Keremes|Keremes per 100 gram memiliki kandungan zat gizi seperti 2.1 g zat abu, 6.7 g zat air, 1.0 mg zat besi, 0 mcg zat beta-karoten, 475 zat energi, 88 mg zat fosfor, 0 mg zat kalium, 153 mg zat kalsium, 64.4 g zat karbohidrat, 1000 mcg zat karoten total, 25.2 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 1.6 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 2.1 g zat serat, 0 mg zat tembaga, 0.00 mg zat thiamin dan 0 mg zat vitamin c. 
BP035|Keripik gadung|Keripik gadung per 100 gram memiliki kandungan zat gizi seperti 2.8 g zat abu, 4.0 g zat air, 1.9 mg zat besi, 0 mcg zat beta-karoten, 446 zat energi, 52 mg zat fosfor, 0 mg zat kalium, 147 mg zat kalsium, 76.0 g zat karbohidrat, 0 mcg zat karoten total, 14.5 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 2.8 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 1.7 g zat serat, 0 mg zat tembaga, 0.95 mg zat thiamin dan 0 mg zat vitamin c. 
BP036|Keripik kentang|Keripik kentang per 100 gram memiliki kandungan zat gizi seperti 3.6 g zat abu, 7.8 g zat air, 1.2 mg zat besi, 15 mcg zat beta-karoten, 448 zat energi, 130 mg zat fosfor, 406.0 mg zat kalium, 25 mg zat kalsium, 67.1 g zat karbohidrat, 0 mcg zat karoten total, 18.8 g zat lemak, 712 mg zat natrium, 2.8 mg zat niasin, 2.7 g zat protein, 0 mcg zat retinol, 0.05 mg zat riboflavin, 0 mg zat seng, 3.8 g zat serat, 1.10 mg zat tembaga, 0.10 mg zat thiamin dan 0 mg zat vitamin c. 
BP037|Keripik singkong|Keripik singkong per 100 gram memiliki kandungan zat gizi seperti 2.2 g zat abu, 4.2 g zat air, 1.9 mg zat besi, 0 mcg zat beta-karoten, 478 zat energi, 101 mg zat fosfor, 0 mg zat kalium, 189 mg zat kalsium, 72.0 g zat karbohidrat, 0 mcg zat karoten total, 20.7 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 0.9 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 2.0 g zat serat, 0 mg zat tembaga, 0.24 mg zat thiamin dan 0 mg zat vitamin c. 
BP038|Keripik singkong berbumbu|Keripik singkong berbumbu per 100 gram memiliki kandungan zat gizi seperti 2.3 g zat abu, 2.2 g zat air, 1.6 mg zat besi, 0 mcg zat beta-karoten, 481 zat energi, 103 mg zat fosfor, 0 mg zat kalium, 156 mg zat kalsium, 73.6 g zat karbohidrat, 80 mcg zat karoten total, 19.7 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 2.2 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 1.6 g zat serat, 0 mg zat tembaga, 0.31 mg zat thiamin dan 0 mg zat vitamin c. 
BP039|Keripik ubi jalar|Keripik ubi jalar per 100 gram memiliki kandungan zat gizi seperti 2.3 g zat abu, 6.0 g zat air, 0.9 mg zat besi, 920 mcg zat beta-karoten, 486 zat energi, 92 mg zat fosfor, 2.0 mg zat kalium, 68 mg zat kalsium, 67.6 g zat karbohidrat, 0 mcg zat karoten total, 23.9 g zat lemak, 52 mg zat natrium, 0.5 mg zat niasin, 0.2 g zat protein, 0 mcg zat retinol, 0.10 mg zat riboflavin, 2.3 mg zat seng, 14.3 g zat serat, 0.70 mg zat tembaga, 0.10 mg zat thiamin dan 0 mg zat vitamin c. 
BP040|Keripik cumi goreng|Keripik cumi goreng per 100 gram memiliki kandungan zat gizi seperti 3.8 g zat abu, 3.4 g zat air, 1.8 mg zat besi, 0 mcg zat beta-karoten, 444 zat energi, 375 mg zat fosfor, 191.0 mg zat kalium, 47 mg zat kalsium, 71.3 g zat karbohidrat, 0 mcg zat karoten total, 14.6 g zat lemak, 837 mg zat natrium, 1.8 mg zat niasin, 6.9 g zat protein, 0 mcg zat retinol, 0.10 mg zat riboflavin, 0.3 mg zat seng, 5.0 g zat serat, 0.10 mg zat tembaga, 0.40 mg zat thiamin dan 0 mg zat vitamin c. 
BP041|Kerupuk kemplang (ikan) mentah|Kerupuk kemplang (ikan) mentah per 100 gram memiliki kandungan zat gizi seperti 5.1 g zat abu, 14.2 g zat air, 2.3 mg zat besi, 0 mcg zat beta-karoten, 325 zat energi, 268 mg zat fosfor, 273.0 mg zat kalium, 59 mg zat kalsium, 78.5 g zat karbohidrat, 0 mcg zat karoten total, 0.4 g zat lemak, 1123 mg zat natrium, 2.3 mg zat niasin, 1.8 g zat protein, 32 mcg zat retinol, 0.10 mg zat riboflavin, 0.5 mg zat seng, 4.5 g zat serat, 0.20 mg zat tembaga, 0.60 mg zat thiamin dan 0 mg zat vitamin c. 
BP042|Kerupuk kemplang goreng|Kerupuk kemplang goreng per 100 gram memiliki kandungan zat gizi seperti 3.4 g zat abu, 5.8 g zat air, 2.9 mg zat besi, 0 mcg zat beta-karoten, 504 zat energi, 94 mg zat fosfor, 0 mg zat kalium, 50 mg zat kalsium, 57.1 g zat karbohidrat, 280 mcg zat karoten total, 28.1 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 5.6 g zat protein, 6 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0.3 g zat serat, 0 mg zat tembaga, 0.31 mg zat thiamin dan 0 mg zat vitamin c. 
BP043|Kerupuk kemplang panggang|Kerupuk kemplang panggang per 100 gram memiliki kandungan zat gizi seperti 3.0 g zat abu, 9.4 g zat air, 2.9 mg zat besi, 0 mcg zat beta-karoten, 356 zat energi, 129 mg zat fosfor, 0 mg zat kalium, 62 mg zat kalsium, 76.9 g zat karbohidrat, 280 mcg zat karoten total, 1.1 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 9.7 g zat protein, 7 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 1.0 g zat serat, 0 mg zat tembaga, 0.36 mg zat thiamin dan 0 mg zat vitamin c. 
BP044|Keripik mie kuning goreng|Keripik mie kuning goreng per 100 gram memiliki kandungan zat gizi seperti 0.3 g zat abu, 7.2 g zat air, 4.6 mg zat besi, 0 mcg zat beta-karoten, 476 zat energi, 36 mg zat fosfor, 109.0 mg zat kalium, 57 mg zat kalsium, 71.3 g zat karbohidrat, 333 mcg zat karoten total, 21.1 g zat lemak, 0 mg zat natrium, 0.9 mg zat niasin, 0.1 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.2 mg zat seng, 4.2 g zat serat, 0.10 mg zat tembaga, 0.22 mg zat thiamin dan 0 mg zat vitamin c. 
BP045|Kerupuk udang goreng|Kerupuk udang goreng per 100 gram memiliki kandungan zat gizi seperti 1.9 g zat abu, 4.4 g zat air, 0.9 mg zat besi, 0 mcg zat beta-karoten, 477 zat energi, 188 mg zat fosfor, 109.0 mg zat kalium, 24 mg zat kalsium, 68.5 g zat karbohidrat, 0 mcg zat karoten total, 20.5 g zat lemak, 449 mg zat natrium, 0.9 mg zat niasin, 4.7 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.2 mg zat seng, 5.0 g zat serat, 0.10 mg zat tembaga, 0.20 mg zat thiamin dan 0 mg zat vitamin c. 
BP046|Kue bangket|Kue bangket per 100 gram memiliki kandungan zat gizi seperti 0.9 g zat abu, 16.1 g zat air, 0.3 mg zat besi, 0 mcg zat beta-karoten, 338 zat energi, 35 mg zat fosfor, 0.0 mg zat kalium, 34 mg zat kalsium, 80.3 g zat karbohidrat, 0 mcg zat karoten total, 1.2 g zat lemak, 67 mg zat natrium, 0.0 mg zat niasin, 1.5 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.2 mg zat seng, 0 g zat serat, 0.20 mg zat tembaga, 0.30 mg zat thiamin dan 0 mg zat vitamin c. 
BP047|Kue putu singkong|Kue putu singkong per 100 gram memiliki kandungan zat gizi seperti 0.9 g zat abu, 44.2 g zat air, 1.5 mg zat besi, 0 mcg zat beta-karoten, 217 zat energi, 68 mg zat fosfor, 305.0 mg zat kalium, 48 mg zat kalsium, 53.2 g zat karbohidrat, 0 mcg zat karoten total, 0.5 g zat lemak, 3 mg zat natrium, 0.8 mg zat niasin, 1.2 g zat protein, 0 mcg zat retinol, 0.10 mg zat riboflavin, 0 mg zat seng, 2.4 g zat serat, 0 mg zat tembaga, 0.10 mg zat thiamin dan 0 mg zat vitamin c. 
BP048|Lanting getuk|Lanting getuk per 100 gram memiliki kandungan zat gizi seperti 3.8 g zat abu, 4.2 g zat air, 3.6 mg zat besi, 0 mcg zat beta-karoten, 422 zat energi, 104 mg zat fosfor, 0 mg zat kalium, 206 mg zat kalsium, 80.4 g zat karbohidrat, 0 mcg zat karoten total, 10.8 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 0.9 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 1.4 g zat serat, 0 mg zat tembaga, 0.43 mg zat thiamin dan 0 mg zat vitamin c. 
BP049|Mie golosor|Mie golosor per 100 gram memiliki kandungan zat gizi seperti 0.2 g zat abu, 82.9 g zat air, 0.2 mg zat besi, 0 mcg zat beta-karoten, 71 zat energi, 5 mg zat fosfor, 0 mg zat kalium, 117 mg zat kalsium, 15.9 g zat karbohidrat, 112 mcg zat karoten total, 0.8 g zat lemak, 0 mg zat natrium, 0.0 mg zat niasin, 0.2 g zat protein, 0 mcg zat retinol, 0.02 mg zat riboflavin, 0 mg zat seng, 0.1 g zat serat, 0 mg zat tembaga, 0.05 mg zat thiamin dan 0 mg zat vitamin c. 
BP050|Mie bendo|Mie bendo per 100 gram memiliki kandungan zat gizi seperti 0.2 g zat abu, 11.5 g zat air, 2.8 mg zat besi, 2 mcg zat beta-karoten, 353 zat energi, 14 mg zat fosfor, 49.2 mg zat kalium, 28 mg zat kalsium, 88.0 g zat karbohidrat, 0 mcg zat karoten total, 0.0 g zat lemak, 9 mg zat natrium, 0.1 mg zat niasin, 0.3 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.1 mg zat seng, 2.4 g zat serat, 0.50 mg zat tembaga, 0.02 mg zat thiamin dan 0 mg zat vitamin c. 
BP051|Mie sagu|Mie sagu per 100 gram memiliki kandungan zat gizi seperti 0.1 g zat abu, 52.8 g zat air, 0.3 mg zat besi, 2 mcg zat beta-karoten, 190 zat energi, 7 mg zat fosfor, 2.6 mg zat kalium, 8 mg zat kalsium, 46.5 g zat karbohidrat, 0 mcg zat karoten total, 0.4 g zat lemak, 10 mg zat natrium, 0.0 mg zat niasin, 0.2 g zat protein, 0 mcg zat retinol, 0.40 mg zat riboflavin, 0.0 mg zat seng, 1.4 g zat serat, 0.10 mg zat tembaga, 0.00 mg zat thiamin dan 0 mg zat vitamin c. 
BP052|Ongol-ongol sagu|Ongol-ongol sagu per 100 gram memiliki kandungan zat gizi seperti 0.5 g zat abu, 75.3 g zat air, 1.7 mg zat besi, 0 mcg zat beta-karoten, 111 zat energi, 15 mg zat fosfor, 0 mg zat kalium, 79 mg zat kalsium, 21.2 g zat karbohidrat, 0 mcg zat karoten total, 2.7 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 0.3 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0.3 g zat serat, 0 mg zat tembaga, 0.06 mg zat thiamin dan 0 mg zat vitamin c. 
BP053|Oyek|Oyek per 100 gram memiliki kandungan zat gizi seperti 0.7 g zat abu, 12.6 g zat air, 2.1 mg zat besi, 0 mcg zat beta-karoten, 351 zat energi, 36 mg zat fosfor, 229.0 mg zat kalium, 60 mg zat kalsium, 84.9 g zat karbohidrat, 0 mcg zat karoten total, 0.9 g zat lemak, 5 mg zat natrium, 0.5 mg zat niasin, 0.9 g zat protein, 0 mcg zat retinol, 0.02 mg zat riboflavin, 0.5 mg zat seng, 4.3 g zat serat, 0.10 mg zat tembaga, 0.02 mg zat thiamin dan 0 mg zat vitamin c. 
BP054|Papeda|Papeda per 100 gram memiliki kandungan zat gizi seperti 0.1 g zat abu, 84.8 g zat air, 0.2 mg zat besi, 0 mcg zat beta-karoten, 61 zat energi, 1 mg zat fosfor, 20.0 mg zat kalium, 3 mg zat kalsium, 14.9 g zat karbohidrat, 0 mcg zat karoten total, 0.1 g zat lemak, 4 mg zat natrium, 0.0 mg zat niasin, 0.2 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.1 mg zat seng, 0.5 g zat serat, 0.10 mg zat tembaga, 0.06 mg zat thiamin dan 0 mg zat vitamin c. 
BP055|Rasbi (Nasi ubi jalar)|Rasbi (Nasi ubi jalar) per 100 gram memiliki kandungan zat gizi seperti 1.3 g zat abu, 11.1 g zat air, 1.6 mg zat besi, 0 mcg zat beta-karoten, 394 zat energi, 76 mg zat fosfor, 388.0 mg zat kalium, 68 mg zat kalsium, 76.6 g zat karbohidrat, 0 mcg zat karoten total, 8.8 g zat lemak, 165 mg zat natrium, 1.2 mg zat niasin, 2.2 g zat protein, 0 mcg zat retinol, 0.30 mg zat riboflavin, 0.4 mg zat seng, 6.8 g zat serat, 0.40 mg zat tembaga, 0.02 mg zat thiamin dan 0 mg zat vitamin c. 
BP056|Rasi (Nasi singkong)|Rasi (Nasi singkong) per 100 gram memiliki kandungan zat gizi seperti 0.5 g zat abu, 12.6 g zat air, 1.5 mg zat besi, 0 mcg zat beta-karoten, 350 zat energi, 21 mg zat fosfor, 14.0 mg zat kalium, 42 mg zat kalsium, 85.7 g zat karbohidrat, 0 mcg zat karoten total, 0.4 g zat lemak, 8 mg zat natrium, 0.4 mg zat niasin, 0.9 g zat protein, 0 mcg zat retinol, 0.02 mg zat riboflavin, 0.5 mg zat seng, 14.4 g zat serat, 0.30 mg zat tembaga, 0.02 mg zat thiamin dan 0 mg zat vitamin c. 
BP057|Sagu forno|Sagu forno per 100 gram memiliki kandungan zat gizi seperti 0.6 g zat abu, 31.5 g zat air, 0.8 mg zat besi, 0 mcg zat beta-karoten, 291 zat energi, 20 mg zat fosfor, 50.0 mg zat kalium, 10 mg zat kalsium, 63.4 g zat karbohidrat, 0 mcg zat karoten total, 4.0 g zat lemak, 40 mg zat natrium, 0 mg zat niasin, 0.5 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0.2 mg zat seng, 0 g zat serat, 0.10 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
BP058|Sagu lemak (Kue Sagon)|Sagu lemak (Kue Sagon) per 100 gram memiliki kandungan zat gizi seperti 0.7 g zat abu, 4.3 g zat air, 1.1 mg zat besi, 1220 mcg zat beta-karoten, 452 zat energi, 39 mg zat fosfor, 52.7 mg zat kalium, 15 mg zat kalsium, 76.8 g zat karbohidrat, 0 mcg zat karoten total, 14.8 g zat lemak, 182 mg zat natrium, 0.1 mg zat niasin, 2.8 g zat protein, 0 mcg zat retinol, 0.04 mg zat riboflavin, 0.8 mg zat seng, 1.1 g zat serat, 0.04 mg zat tembaga, 0.32 mg zat thiamin dan 0 mg zat vitamin c. 
BP059|Sagu manis|Sagu manis per 100 gram memiliki kandungan zat gizi seperti 0.6 g zat abu, 32.6 g zat air, 0.7 mg zat besi, 0 mcg zat beta-karoten, 287 zat energi, 17 mg zat fosfor, 42.0 mg zat kalium, 8 mg zat kalsium, 62.4 g zat karbohidrat, 0 mcg zat karoten total, 3.9 g zat lemak, 34 mg zat natrium, 0 mg zat niasin, 0.5 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0.2 mg zat seng, 0 g zat serat, 0.10 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
BP060|Sagu rendang|Sagu rendang per 100 gram memiliki kandungan zat gizi seperti 1.0 g zat abu, 8.2 g zat air, 3.9 mg zat besi, 0 mcg zat beta-karoten, 364 zat energi, 9 mg zat fosfor, 15.1 mg zat kalium, 13 mg zat kalsium, 90.5 g zat karbohidrat, 0 mcg zat karoten total, 0.2 g zat lemak, 42 mg zat natrium, 0.8 mg zat niasin, 0.1 g zat protein, 0 mcg zat retinol, 0.60 mg zat riboflavin, 0.1 mg zat seng, 1.9 g zat serat, 0.10 mg zat tembaga, 0.02 mg zat thiamin dan 0 mg zat vitamin c. 
BP061|Sinole sagu|Sinole sagu per 100 gram memiliki kandungan zat gizi seperti 0.1 g zat abu, 22.0 g zat air, 0.8 mg zat besi, 0 mcg zat beta-karoten, 354 zat energi, 30 mg zat fosfor, 11.0 mg zat kalium, 10 mg zat kalsium, 68.9 g zat karbohidrat, 0 mcg zat karoten total, 8.3 g zat lemak, 30 mg zat natrium, 0 mg zat niasin, 0.8 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0.3 mg zat seng, 0 g zat serat, 0.20 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
BP062|Serimping talas dari Kebumen|Serimping talas dari Kebumen per 100 gram memiliki kandungan zat gizi seperti 2.3 g zat abu, 4.8 g zat air, 2.3 mg zat besi, 0 mcg zat beta-karoten, 478 zat energi, 118 mg zat fosfor, 0 mg zat kalium, 112 mg zat kalsium, 69.2 g zat karbohidrat, 0 mcg zat karoten total, 21.2 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 2.5 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 1.7 g zat serat, 0 mg zat tembaga, 0.25 mg zat thiamin dan 0 mg zat vitamin c. 
BP063|Tapai singkong|Tapai singkong per 100 gram memiliki kandungan zat gizi seperti 0.7 g zat abu, 57.4 g zat air, 0.8 mg zat besi, 0 mcg zat beta-karoten, 169 zat energi, 34 mg zat fosfor, 0 mg zat kalium, 21 mg zat kalsium, 40.2 g zat karbohidrat, 0 mcg zat karoten total, 0.3 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 1.4 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 2.0 g zat serat, 0 mg zat tembaga, 0.00 mg zat thiamin dan 9 mg zat vitamin c. 
BP064|Tepung garut|Tepung garut per 100 gram memiliki kandungan zat gizi seperti 0.3 g zat abu, 13.6 g zat air, 1.5 mg zat besi, 20 mcg zat beta-karoten, 355 zat energi, 22 mg zat fosfor, 10.7 mg zat kalium, 8 mg zat kalsium, 85.2 g zat karbohidrat, 3 mcg zat karoten total, 0.2 g zat lemak, 2 mg zat natrium, 0.0 mg zat niasin, 0.7 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.1 mg zat seng, 0.4 g zat serat, 0.00 mg zat tembaga, 0.09 mg zat thiamin dan 0 mg zat vitamin c. 
BP065|Tepung ganyong|Tepung ganyong per 100 gram memiliki kandungan zat gizi seperti 0.3 g zat abu, 13.6 g zat air, 3.3 mg zat besi, 0 mcg zat beta-karoten, 353 zat energi, 31 mg zat fosfor, 63.5 mg zat kalium, 4 mg zat kalsium, 83.6 g zat karbohidrat, 0 mcg zat karoten total, 1.7 g zat lemak, 3 mg zat natrium, 0.9 mg zat niasin, 0.8 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.3 mg zat seng, 0.7 g zat serat, 0.10 mg zat tembaga, 0.02 mg zat thiamin dan 1 mg zat vitamin c. 
BP066|Tepung gaplek|Tepung gaplek per 100 gram memiliki kandungan zat gizi seperti 1.1 g zat abu, 13.0 g zat air, 1.5 mg zat besi, 1 mcg zat beta-karoten, 345 zat energi, 95 mg zat fosfor, 55.0 mg zat kalium, 18 mg zat kalsium, 83.1 g zat karbohidrat, 0 mcg zat karoten total, 0.4 g zat lemak, 6 mg zat natrium, 0.1 mg zat niasin, 2.4 g zat protein, 0 mcg zat retinol, 0.20 mg zat riboflavin, 1.2 mg zat seng, 6.7 g zat serat, 0.40 mg zat tembaga, 0.30 mg zat thiamin dan 0 mg zat vitamin c. 
BP067|Tepung kentang kering|Tepung kentang kering per 100 gram memiliki kandungan zat gizi seperti 1.0 g zat abu, 13.0 g zat air, 0.5 mg zat besi, 0 mcg zat beta-karoten, 347 zat energi, 30 mg zat fosfor, 156.3 mg zat kalium, 20 mg zat kalsium, 85.6 g zat karbohidrat, 0 mcg zat karoten total, 0.1 g zat lemak, 51 mg zat natrium, 0.4 mg zat niasin, 0.3 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.5 mg zat seng, 0.4 g zat serat, 0.20 mg zat tembaga, 0.04 mg zat thiamin dan 0 mg zat vitamin c. 
BP068|Tepung mocaf|Tepung mocaf per 100 gram memiliki kandungan zat gizi seperti 1.3 g zat abu, 11.9 g zat air, 15.8 mg zat besi, 0 mcg zat beta-karoten, 350 zat energi, 64 mg zat fosfor, 403.0 mg zat kalium, 60 mg zat kalsium, 85.0 g zat karbohidrat, 0 mcg zat karoten total, 0.6 g zat lemak, 8 mg zat natrium, 0.7 mg zat niasin, 1.2 g zat protein, 0 mcg zat retinol, 0.02 mg zat riboflavin, 0.6 mg zat seng, 6.0 g zat serat, 0.10 mg zat tembaga, 0.02 mg zat thiamin dan 2 mg zat vitamin c. 
BP069|Tepung talas kimpul|Tepung talas kimpul per 100 gram memiliki kandungan zat gizi seperti 3.6 g zat abu, 15.3 g zat air, 3.5 mg zat besi, 0 mcg zat beta-karoten, 326 zat energi, 141 mg zat fosfor, 1602.0 mg zat kalium, 41 mg zat kalsium, 76.7 g zat karbohidrat, 0 mcg zat karoten total, 0.4 g zat lemak, 14 mg zat natrium, 7.7 mg zat niasin, 4.0 g zat protein, 0 mcg zat retinol, 0.20 mg zat riboflavin, 1.4 mg zat seng, 8.5 g zat serat, 0.40 mg zat tembaga, 0.02 mg zat thiamin dan 0 mg zat vitamin c. 
BP070|Tepung tapioka|Tepung tapioka per 100 gram memiliki kandungan zat gizi seperti 1.1 g zat abu, 9.1 g zat air, 1.0 mg zat besi, 0 mcg zat beta-karoten, 363 zat energi, 125 mg zat fosfor, 7.1 mg zat kalium, 84 mg zat kalsium, 88.2 g zat karbohidrat, 0 mcg zat karoten total, 0.5 g zat lemak, 1 mg zat natrium, 0.4 mg zat niasin, 1.1 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.1 mg zat seng, 0.9 g zat serat, 0.00 mg zat tembaga, 0.04 mg zat thiamin dan 0 mg zat vitamin c. 
BP071|Tepung talas beneng|Tepung talas beneng per 100 gram memiliki kandungan zat gizi seperti 5.5 g zat abu, 12.2 g zat air, 10.7 mg zat besi, 0 mcg zat beta-karoten, 332 zat energi, 302 mg zat fosfor, 1404.0 mg zat kalium, 59 mg zat kalsium, 76.1 g zat karbohidrat, 0 mcg zat karoten total, 0.6 g zat lemak, 7 mg zat natrium, 0.3 mg zat niasin, 5.7 g zat protein, 0 mcg zat retinol, 0.10 mg zat riboflavin, 6.2 mg zat seng, 12.2 g zat serat, 0.80 mg zat tembaga, 0.02 mg zat thiamin dan 0 mg zat vitamin c. 
BP072|Tepung ubi ungu|Tepung ubi ungu per 100 gram memiliki kandungan zat gizi seperti 2.8 g zat abu, 9.4 g zat air, 3.9 mg zat besi, 0 mcg zat beta-karoten, 354 zat energi, 125 mg zat fosfor, 940.0 mg zat kalium, 89 mg zat kalsium, 84.4 g zat karbohidrat, 0 mcg zat karoten total, 0.6 g zat lemak, 42 mg zat natrium, 0.0 mg zat niasin, 2.8 g zat protein, 0 mcg zat retinol, 0.02 mg zat riboflavin, 0.6 mg zat seng, 12.9 g zat serat, 0.80 mg zat tembaga, 0.40 mg zat thiamin dan 0 mg zat vitamin c. 
BP073|Tiwul|Tiwul per 100 gram memiliki kandungan zat gizi seperti 1.6 g zat abu, 11.2 g zat air, 4.7 mg zat besi, 0 mcg zat beta-karoten, 353 zat energi, 95 mg zat fosfor, 670.0 mg zat kalium, 55 mg zat kalsium, 83.4 g zat karbohidrat, 0 mcg zat karoten total, 1.1 g zat lemak, 5 mg zat natrium, 0.1 mg zat niasin, 2.4 g zat protein, 0 mcg zat retinol, 0.02 mg zat riboflavin, 0.8 mg zat seng, 6.5 g zat serat, 0.20 mg zat tembaga, 0.02 mg zat thiamin dan 3 mg zat vitamin c. 
BP074|Tiwul instan|Tiwul instan per 100 gram memiliki kandungan zat gizi seperti 2.7 g zat abu, 9.1 g zat air, 5.8 mg zat besi, 0 mcg zat beta-karoten, 395 zat energi, 81 mg zat fosfor, 469.0 mg zat kalium, 81 mg zat kalsium, 76.5 g zat karbohidrat, 0 mcg zat karoten total, 8.5 g zat lemak, 377 mg zat natrium, 0.2 mg zat niasin, 3.2 g zat protein, 0 mcg zat retinol, 0.20 mg zat riboflavin, 1.2 mg zat seng, 4.2 g zat serat, 2.10 mg zat tembaga, 0.40 mg zat thiamin dan 4 mg zat vitamin c. 
BP075|Ubi Cilembu|Ubi Cilembu per 100 gram memiliki kandungan zat gizi seperti 0.9 g zat abu, 52.7 g zat air, 0.6 mg zat besi, 26 mcg zat beta-karoten, 186 zat energi, 51 mg zat fosfor, 61.9 mg zat kalium, 37 mg zat kalsium, 44.3 g zat karbohidrat, 0 mcg zat karoten total, 0.2 g zat lemak, 1 mg zat natrium, 0.0 mg zat niasin, 1.9 g zat protein, 0 mcg zat retinol, 0.20 mg zat riboflavin, 0.2 mg zat seng, 3.4 g zat serat, 0.10 mg zat tembaga, 0.02 mg zat thiamin dan 0 mg zat vitamin c. 
