FOOD_CODE|Nutrient/Ingridient|Value (per 100gr)|Name|Group|Type
AP017|Tembaga (Cu)|0.10 mg|Glutinous rice, white, cooked|Cereals|Processed/Products
AP017|Seng (Zn)|0.7 mg|Glutinous rice, white, cooked|Cereals|Processed/Products
AP017|Retinol (Vit. A)|0 mcg|Glutinous rice, white, cooked|Cereals|Processed/Products
AP017|Beta-Karoten (Carotenes)|0 mcg|Glutinous rice, white, cooked|Cereals|Processed/Products
AP017|Karoten Total (Re)|0 mcg|Glutinous rice, white, cooked|Cereals|Processed/Products
AP017|Thiamin (Vit. B1)|0.07 mg|Glutinous rice, white, cooked|Cereals|Processed/Products
AP017|Riboflavin (Vit. B2)|0.00 mg|Glutinous rice, white, cooked|Cereals|Processed/Products
AP017|Niasin (Niacin)|0.5 mg|Glutinous rice, white, cooked|Cereals|Processed/Products
AP017|Vitamin C (Vit. C)|0 mg|Glutinous rice, white, cooked|Cereals|Processed/Products
AP018|Air (Water)|58.9 g|Glutinous rice, white, tapai|Cereals|Processed/Products
AP018|Energi (Energy)|172 Kal|Glutinous rice, white, tapai|Cereals|Processed/Products
AP018|Protein (Protein)|3.0 g|Glutinous rice, white, tapai|Cereals|Processed/Products
AP018|Lemak (Fat)|0.5 g|Glutinous rice, white, tapai|Cereals|Processed/Products
AP018|Karbohidrat (CHO)|37.5 g|Glutinous rice, white, tapai|Cereals|Processed/Products
AP018|Serat (Fibre)|0.6 g|Glutinous rice, white, tapai|Cereals|Processed/Products
AP018|Abu (ASH)|0.1 g|Glutinous rice, white, tapai|Cereals|Processed/Products
AP018|Kalsium (Ca)|6 mg|Glutinous rice, white, tapai|Cereals|Processed/Products
AP018|Fosfor (P)|35 mg|Glutinous rice, white, tapai|Cereals|Processed/Products
AP018|Besi (Fe)|0.5 mg|Glutinous rice, white, tapai|Cereals|Processed/Products
AP018|Natrium (Na)|1 mg|Glutinous rice, white, tapai|Cereals|Processed/Products
AP018|Retinol (Vit. A)|0 mcg|Glutinous rice, white, tapai|Cereals|Processed/Products
AP018|Beta-Karoten (Carotenes)|0 mcg|Glutinous rice, white, tapai|Cereals|Processed/Products
AP018|Karoten Total (Re)|0 mcg|Glutinous rice, white, tapai|Cereals|Processed/Products
AP018|Thiamin (Vit. B1)|0.04 mg|Glutinous rice, white, tapai|Cereals|Processed/Products
AP018|Riboflavin (Vit. B2)|0.00 mg|Glutinous rice, white, tapai|Cereals|Processed/Products
AP018|Niasin (Niacin)|0.2 mg|Glutinous rice, white, tapai|Cereals|Processed/Products
AP018|Vitamin C (Vit. C)|0 mg|Glutinous rice, white, tapai|Cereals|Processed/Products
AP019|Air (Water)|14.0 g|Cornstarch|Cereals|Processed/Products
AP019|Energi (Energy)|341 Kal|Cornstarch|Cereals|Processed/Products
AP019|Protein (Protein)|0.3 g|Cornstarch|Cereals|Processed/Products
AP019|Lemak (Fat)|0.0 g|Cornstarch|Cereals|Processed/Products
AP019|Karbohidrat (CHO)|85.0 g|Cornstarch|Cereals|Processed/Products
AP019|Serat (Fibre)|7.0 g|Cornstarch|Cereals|Processed/Products
AP019|Abu (ASH)|0.7 g|Cornstarch|Cereals|Processed/Products
AP019|Kalsium (Ca)|20 mg|Cornstarch|Cereals|Processed/Products
AP019|Fosfor (P)|30 mg|Cornstarch|Cereals|Processed/Products
AP019|Besi (Fe)|1.5 mg|Cornstarch|Cereals|Processed/Products
AP019|Natrium (Na)|6 mg|Cornstarch|Cereals|Processed/Products
AP019|Kalium (K)|9.0 mg|Cornstarch|Cereals|Processed/Products
AP019|Tembaga (Cu)|0.22 mg|Cornstarch|Cereals|Processed/Products
AP019|Seng (Zn)|1.6 mg|Cornstarch|Cereals|Processed/Products
AP019|Retinol (Vit. A)|0 mcg|Cornstarch|Cereals|Processed/Products
AP019|Beta-Karoten (Carotenes)|0 mcg|Cornstarch|Cereals|Processed/Products
AP019|Karoten Total (Re)|0 mcg|Cornstarch|Cereals|Processed/Products
AP019|Thiamin (Vit. B1)|0.00 mg|Cornstarch|Cereals|Processed/Products
AP019|Riboflavin (Vit. B2)|0.09 mg|Cornstarch|Cereals|Processed/Products
AP019|Niasin (Niacin)|1.3 mg|Cornstarch|Cereals|Processed/Products
AP019|Vitamin C (Vit. C)|0 mg|Cornstarch|Cereals|Processed/Products
AP020|Air (Water)|11.7 g|Macaroni, raw|Cereals|Processed/Products
AP020|Energi (Energy)|353 Kal|Macaroni, raw|Cereals|Processed/Products
AP020|Protein (Protein)|8.7 g|Macaroni, raw|Cereals|Processed/Products
AP020|Lemak (Fat)|0.4 g|Macaroni, raw|Cereals|Processed/Products
AP020|Karbohidrat (CHO)|78.7 g|Macaroni, raw|Cereals|Processed/Products
AP020|Serat (Fibre)|4.9 g|Macaroni, raw|Cereals|Processed/Products
AP020|Abu (ASH)|2.5 g|Macaroni, raw|Cereals|Processed/Products
AP020|Kalsium (Ca)|20 mg|Macaroni, raw|Cereals|Processed/Products
AP020|Fosfor (P)|80 mg|Macaroni, raw|Cereals|Processed/Products
AP020|Besi (Fe)|0.3 mg|Macaroni, raw|Cereals|Processed/Products
AP020|Natrium (Na)|5 mg|Macaroni, raw|Cereals|Processed/Products
AP020|Kalium (K)|0.0 mg|Macaroni, raw|Cereals|Processed/Products
AP020|Tembaga (Cu)|0.28 mg|Macaroni, raw|Cereals|Processed/Products
AP020|Seng (Zn)|1.4 mg|Macaroni, raw|Cereals|Processed/Products
AP020|Karoten Total (Re)|0 mcg|Macaroni, raw|Cereals|Processed/Products
AP020|Thiamin (Vit. B1)|0.10 mg|Macaroni, raw|Cereals|Processed/Products
AP020|Riboflavin (Vit. B2)|0.13 mg|Macaroni, raw|Cereals|Processed/Products
AP020|Niasin (Niacin)|2.2 mg|Macaroni, raw|Cereals|Processed/Products
AP020|Vitamin C (Vit. C)|0 mg|Macaroni, raw|Cereals|Processed/Products
AP021|Air (Water)|80.0 g|Noodle, wet|Cereals|Processed/Products
AP021|Energi (Energy)|88 Kal|Noodle, wet|Cereals|Processed/Products
AP021|Protein (Protein)|0.6 g|Noodle, wet|Cereals|Processed/Products
AP021|Lemak (Fat)|3.3 g|Noodle, wet|Cereals|Processed/Products
AP021|Karbohidrat (CHO)|14.0 g|Noodle, wet|Cereals|Processed/Products
AP021|Serat (Fibre)|0.1 g|Noodle, wet|Cereals|Processed/Products
AP021|Abu (ASH)|2.1 g|Noodle, wet|Cereals|Processed/Products
AP021|Kalsium (Ca)|14 mg|Noodle, wet|Cereals|Processed/Products
AP021|Fosfor (P)|13 mg|Noodle, wet|Cereals|Processed/Products
AP021|Besi (Fe)|6.8 mg|Noodle, wet|Cereals|Processed/Products
AP021|Natrium (Na)|63 mg|Noodle, wet|Cereals|Processed/Products
AP021|Kalium (K)|13.5 mg|Noodle, wet|Cereals|Processed/Products
AP021|Tembaga (Cu)|0.06 mg|Noodle, wet|Cereals|Processed/Products
AP021|Seng (Zn)|0.4 mg|Noodle, wet|Cereals|Processed/Products
AP021|Beta-Karoten (Carotenes)|0 mcg|Noodle, wet|Cereals|Processed/Products
AP021|Thiamin (Vit. B1)|0.00 mg|Noodle, wet|Cereals|Processed/Products
AP021|Riboflavin (Vit. B2)|0.00 mg|Noodle, wet|Cereals|Processed/Products
AP021|Niasin (Niacin)|0.0 mg|Noodle, wet|Cereals|Processed/Products
AP021|Vitamin C (Vit. C)|0 mg|Noodle, wet|Cereals|Processed/Products
AP022|Air (Water)|10.6 g|Noodle, dried|Cereals|Processed/Products
AP022|Energi (Energy)|339 Kal|Noodle, dried|Cereals|Processed/Products
AP022|Protein (Protein)|10.0 g|Noodle, dried|Cereals|Processed/Products
AP022|Lemak (Fat)|1.7 g|Noodle, dried|Cereals|Processed/Products
AP022|Karbohidrat (CHO)|6.3 g|Noodle, dried|Cereals|Processed/Products
AP022|Serat (Fibre)|0.4 g|Noodle, dried|Cereals|Processed/Products
AP022|Abu (ASH)|1.4 g|Noodle, dried|Cereals|Processed/Products
AP022|Kalsium (Ca)|31 mg|Noodle, dried|Cereals|Processed/Products
AP022|Fosfor (P)|143 mg|Noodle, dried|Cereals|Processed/Products
AP022|Besi (Fe)|3.9 mg|Noodle, dried|Cereals|Processed/Products
AP022|Natrium (Na)|760 mg|Noodle, dried|Cereals|Processed/Products
AP022|Kalium (K)|83.0 mg|Noodle, dried|Cereals|Processed/Products
AP022|Tembaga (Cu)|0.29 mg|Noodle, dried|Cereals|Processed/Products
AP022|Seng (Zn)|1.9 mg|Noodle, dried|Cereals|Processed/Products
AP022|Karoten Total (Re)|0 mcg|Noodle, dried|Cereals|Processed/Products
AP022|Thiamin (Vit. B1)|0.00 mg|Noodle, dried|Cereals|Processed/Products
AP022|Riboflavin (Vit. B2)|0.08 mg|Noodle, dried|Cereals|Processed/Products
AP022|Niasin (Niacin)|2.2 mg|Noodle, dried|Cereals|Processed/Products
AP022|Vitamin C (Vit. C)|0 mg|Noodle, dried|Cereals|Processed/Products
AP023|Air (Water)|10.0 g|Misua|Cereals|Processed/Products
AP023|Energi (Energy)|345 Kal|Misua|Cereals|Processed/Products
AP023|Protein (Protein)|8.5 g|Misua|Cereals|Processed/Products
AP023|Lemak (Fat)|2.2 g|Misua|Cereals|Processed/Products
AP023|Karbohidrat (CHO)|78.0 g|Misua|Cereals|Processed/Products
AP023|Serat (Fibre)|0.5 g|Misua|Cereals|Processed/Products
AP023|Abu (ASH)|1.3 g|Misua|Cereals|Processed/Products
AP023|Kalsium (Ca)|52 mg|Misua|Cereals|Processed/Products
AP023|Fosfor (P)|120 mg|Misua|Cereals|Processed/Products
AP023|Besi (Fe)|8.7 mg|Misua|Cereals|Processed/Products
AP023|Natrium (Na)|3,064 mg|Misua|Cereals|Processed/Products
AP023|Kalium (K)|44.0 mg|Misua|Cereals|Processed/Products
AP023|Tembaga (Cu)|0.08 mg|Misua|Cereals|Processed/Products
AP023|Seng (Zn)|0.0 mg|Misua|Cereals|Processed/Products
AP023|Retinol (Vit. A)|0 mcg|Misua|Cereals|Processed/Products
AP023|Beta-Karoten (Carotenes)|0 mcg|Misua|Cereals|Processed/Products
AP023|Karoten Total (Re)|0 mcg|Misua|Cereals|Processed/Products
AP023|Thiamin (Vit. B1)|0.00 mg|Misua|Cereals|Processed/Products
AP023|Riboflavin (Vit. B2)|0.02 mg|Misua|Cereals|Processed/Products
AP023|Niasin (Niacin)|0.2 mg|Misua|Cereals|Processed/Products
AP023|Vitamin C (Vit. C)|0 mg|Misua|Cereals|Processed/Products
AP024|Air (Water)|40.0 g|Bread, white|Cereals|Processed/Products
AP024|Energi (Energy)|248 Kal|Bread, white|Cereals|Processed/Products
AP024|Protein (Protein)|8.0 g|Bread, white|Cereals|Processed/Products
AP024|Lemak (Fat)|1.2 g|Bread, white|Cereals|Processed/Products
AP024|Karbohidrat (CHO)|50.0 g|Bread, white|Cereals|Processed/Products
AP024|Serat (Fibre)|9.1 g|Bread, white|Cereals|Processed/Products
AP024|Abu (ASH)|0.8 g|Bread, white|Cereals|Processed/Products
AP024|Kalsium (Ca)|10 mg|Bread, white|Cereals|Processed/Products
AP024|Fosfor (P)|95 mg|Bread, white|Cereals|Processed/Products
AP024|Besi (Fe)|1.5 mg|Bread, white|Cereals|Processed/Products
AP024|Natrium (Na)|530 mg|Bread, white|Cereals|Processed/Products
AP024|Kalium (K)|91.0 mg|Bread, white|Cereals|Processed/Products
AP024|Tembaga (Cu)|0.15 mg|Bread, white|Cereals|Processed/Products
AP024|Seng (Zn)|0.9 mg|Bread, white|Cereals|Processed/Products
AP024|Retinol (Vit. A)|0 mcg|Bread, white|Cereals|Processed/Products
AP024|Beta-Karoten (Carotenes)|0 mcg|Bread, white|Cereals|Processed/Products
AP024|Karoten Total (Re)|0 mcg|Bread, white|Cereals|Processed/Products
AP024|Thiamin (Vit. B1)|0.10 mg|Bread, white|Cereals|Processed/Products
AP024|Riboflavin (Vit. B2)|0.29 mg|Bread, white|Cereals|Processed/Products
AP024|Niasin (Niacin)|2.4 mg|Bread, white|Cereals|Processed/Products
AP024|Vitamin C (Vit. C)|0 mg|Bread, white|Cereals|Processed/Products
AP025|Air (Water)|11.8 g|Wheat, flour|Cereals|Processed/Products
AP025|Energi (Energy)|333 Kal|Wheat, flour|Cereals|Processed/Products
AP025|Protein (Protein)|9.0 g|Wheat, flour|Cereals|Processed/Products
AP025|Lemak (Fat)|1.0 g|Wheat, flour|Cereals|Processed/Products
AP025|Karbohidrat (CHO)|77.2 g|Wheat, flour|Cereals|Processed/Products
AP025|Serat (Fibre)|0.3 g|Wheat, flour|Cereals|Processed/Products
AP025|Abu (ASH)|1.0 g|Wheat, flour|Cereals|Processed/Products
AP025|Kalsium (Ca)|22 mg|Wheat, flour|Cereals|Processed/Products
AP025|Fosfor (P)|150 mg|Wheat, flour|Cereals|Processed/Products
AP025|Besi (Fe)|1.3 mg|Wheat, flour|Cereals|Processed/Products
AP025|Natrium (Na)|2 mg|Wheat, flour|Cereals|Processed/Products
AP025|Kalium (K)|0.0 mg|Wheat, flour|Cereals|Processed/Products
AP025|Tembaga (Cu)|0.00 mg|Wheat, flour|Cereals|Processed/Products
AP025|Seng (Zn)|2.8 mg|Wheat, flour|Cereals|Processed/Products
AP025|Retinol (Vit. A)|0 mcg|Wheat, flour|Cereals|Processed/Products
AP025|Beta-Karoten (Carotenes)|0 mcg|Wheat, flour|Cereals|Processed/Products
AP025|Karoten Total (Re)|0 mcg|Wheat, flour|Cereals|Processed/Products
AP025|Thiamin (Vit. B1)|0.10 mg|Wheat, flour|Cereals|Processed/Products
AP025|Riboflavin (Vit. B2)|0.07 mg|Wheat, flour|Cereals|Processed/Products
AP025|Niasin (Niacin)|1.0 mg|Wheat, flour|Cereals|Processed/Products
AP025|Vitamin C (Vit. C)|0 mg|Wheat, flour|Cereals|Processed/Products
AP026|Air (Water)|58.4 g|Amparan tatak|Cereals|Processed/Products
AP026|Energi (Energy)|191 Kal|Amparan tatak|Cereals|Processed/Products
AP026|Protein (Protein)|1.3 g|Amparan tatak|Cereals|Processed/Products
AP026|Lemak (Fat)|5.5 g|Amparan tatak|Cereals|Processed/Products
AP026|Karbohidrat (CHO)|34.0 g|Amparan tatak|Cereals|Processed/Products
AP026|Abu (ASH)|0.8 g|Amparan tatak|Cereals|Processed/Products
AP027|Air (Water)|49.5 g|Apang, steamed, kue|Cereals|Processed/Products
AP027|Energi (Energy)|202 Kal|Apang, steamed, kue|Cereals|Processed/Products
AP027|Protein (Protein)|3.0 g|Apang, steamed, kue|Cereals|Processed/Products
AP027|Lemak (Fat)|0.3 g|Apang, steamed, kue|Cereals|Processed/Products
AP027|Karbohidrat (CHO)|46.7 g|Apang, steamed, kue|Cereals|Processed/Products
AP027|Abu (ASH)|0.5 g|Apang, steamed, kue|Cereals|Processed/Products
AP028|Air (Water)|63.1 g|Apem, kue|Cereals|Processed/Products
AP028|Energi (Energy)|148 Kal|Apem, kue|Cereals|Processed/Products
AP028|Protein (Protein)|2.0 g|Apem, kue|Cereals|Processed/Products
AP028|Lemak (Fat)|0.5 g|Apem, kue|Cereals|Processed/Products
AP028|Karbohidrat (CHO)|33.9 g|Apem, kue|Cereals|Processed/Products
AP028|Abu (ASH)|0.5 g|Apem, kue|Cereals|Processed/Products
AP029|Air (Water)|2.2 g|Biscuits|Cereals|Processed/Products
AP029|Energi (Energy)|458 Kal|Biscuits|Cereals|Processed/Products
AP029|Protein (Protein)|6.9 g|Biscuits|Cereals|Processed/Products
AP029|Lemak (Fat)|14.4 g|Biscuits|Cereals|Processed/Products
AP029|Karbohidrat (CHO)|75.1 g|Biscuits|Cereals|Processed/Products
AP029|Serat (Fibre)|2.1 g|Biscuits|Cereals|Processed/Products
AP029|Abu (ASH)|1.4 g|Biscuits|Cereals|Processed/Products
AP029|Kalsium (Ca)|62 mg|Biscuits|Cereals|Processed/Products
AP029|Fosfor (P)|87 mg|Biscuits|Cereals|Processed/Products
AP029|Besi (Fe)|2.7 mg|Biscuits|Cereals|Processed/Products
AP029|Natrium (Na)|241 mg|Biscuits|Cereals|Processed/Products
AP029|Kalium (K)|20.3 mg|Biscuits|Cereals|Processed/Products
AP029|Tembaga (Cu)|0.16 mg|Biscuits|Cereals|Processed/Products
AP029|Seng (Zn)|0.6 mg|Biscuits|Cereals|Processed/Products
AP029|Retinol (Vit. A)|0 mcg|Biscuits|Cereals|Processed/Products
AP029|Beta-Karoten (Carotenes)|14 mcg|Biscuits|Cereals|Processed/Products
AP029|Thiamin (Vit. B1)|0.09 mg|Biscuits|Cereals|Processed/Products
AP029|Riboflavin (Vit. B2)|0.15 mg|Biscuits|Cereals|Processed/Products
AP029|Niasin (Niacin)|1.4 mg|Biscuits|Cereals|Processed/Products
AP029|Vitamin C (Vit. C)|0 mg|Biscuits|Cereals|Processed/Products
AP030|Air (Water)|38.9 g|Bakpia, kue|Cereals|Processed/Products
AP030|Energi (Energy)|272 Kal|Bakpia, kue|Cereals|Processed/Products
AP030|Protein (Protein)|8.7 g|Bakpia, kue|Cereals|Processed/Products
AP030|Lemak (Fat)|6.7 g|Bakpia, kue|Cereals|Processed/Products
AP030|Karbohidrat (CHO)|44.1 g|Bakpia, kue|Cereals|Processed/Products
AP030|Serat (Fibre)|0.9 g|Bakpia, kue|Cereals|Processed/Products
AP030|Abu (ASH)|1.6 g|Bakpia, kue|Cereals|Processed/Products
AP030|Kalsium (Ca)|194 mg|Bakpia, kue|Cereals|Processed/Products
AP030|Fosfor (P)|117 mg|Bakpia, kue|Cereals|Processed/Products
AP030|Besi (Fe)|4.5 mg|Bakpia, kue|Cereals|Processed/Products
AP030|Karoten Total (Re)|1,392 mcg|Bakpia, kue|Cereals|Processed/Products
AP030|Thiamin (Vit. B1)|0.31 mg|Bakpia, kue|Cereals|Processed/Products
AP030|Riboflavin (Vit. B2)|1.00 mg|Bakpia, kue|Cereals|Processed/Products
AP030|Niasin (Niacin)|2.9 mg|Bakpia, kue|Cereals|Processed/Products
AP030|Vitamin C (Vit. C)|0 mg|Bakpia, kue|Cereals|Processed/Products
AP031|Air (Water)|40.5 g|Bakwan|Cereals|Processed/Products
AP031|Energi (Energy)|280 Kal|Bakwan|Cereals|Processed/Products
AP031|Protein (Protein)|8.2 g|Bakwan|Cereals|Processed/Products
AP031|Lemak (Fat)|10.2 g|Bakwan|Cereals|Processed/Products
AP031|Karbohidrat (CHO)|39.0 g|Bakwan|Cereals|Processed/Products
AP031|Serat (Fibre)|3.4 g|Bakwan|Cereals|Processed/Products
AP031|Abu (ASH)|2.1 g|Bakwan|Cereals|Processed/Products
AP031|Kalsium (Ca)|204 mg|Bakwan|Cereals|Processed/Products
AP031|Fosfor (P)|79 mg|Bakwan|Cereals|Processed/Products
AP031|Besi (Fe)|7.0 mg|Bakwan|Cereals|Processed/Products
AP031|Retinol (Vit. A)|0 mcg|Bakwan|Cereals|Processed/Products
AP031|Karoten Total (Re)|0 mcg|Bakwan|Cereals|Processed/Products
AP031|Thiamin (Vit. B1)|0.08 mg|Bakwan|Cereals|Processed/Products
AP031|Vitamin C (Vit. C)|0 mg|Bakwan|Cereals|Processed/Products
AP032|Air (Water)|52.3 g|Bantal|Cereals|Processed/Products
AP032|Energi (Energy)|190 Kal|Bantal|Cereals|Processed/Products
AP032|Protein (Protein)|3.3 g|Bantal|Cereals|Processed/Products
AP032|Lemak (Fat)|0.3 g|Bantal|Cereals|Processed/Products
AP032|Karbohidrat (CHO)|43.5 g|Bantal|Cereals|Processed/Products
AP032|Serat (Fibre)|3.4 g|Bantal|Cereals|Processed/Products
AP032|Abu (ASH)|0.6 g|Bantal|Cereals|Processed/Products
AP032|Kalsium (Ca)|9 mg|Bantal|Cereals|Processed/Products
AP032|Fosfor (P)|0 mg|Bantal|Cereals|Processed/Products
AP032|Besi (Fe)|0.4 mg|Bantal|Cereals|Processed/Products
AP032|Natrium (Na)|164 mg|Bantal|Cereals|Processed/Products
AP032|Kalium (K)|84.0 mg|Bantal|Cereals|Processed/Products
AP032|Tembaga (Cu)|0.20 mg|Bantal|Cereals|Processed/Products
AP032|Seng (Zn)|0.9 mg|Bantal|Cereals|Processed/Products
AP032|Thiamin (Vit. B1)|0.27 mg|Bantal|Cereals|Processed/Products
AP032|Riboflavin (Vit. B2)|0.02 mg|Bantal|Cereals|Processed/Products
AP032|Niasin (Niacin)|3.6 mg|Bantal|Cereals|Processed/Products
AP033|Air (Water)|5.3 g|Baruasa|Cereals|Processed/Products
AP033|Energi (Energy)|417 Kal|Baruasa|Cereals|Processed/Products
AP033|Protein (Protein)|6.5 g|Baruasa|Cereals|Processed/Products
AP033|Lemak (Fat)|8.2 g|Baruasa|Cereals|Processed/Products
AP033|Karbohidrat (CHO)|79.3 g|Baruasa|Cereals|Processed/Products
AP033|Abu (ASH)|0.7 g|Baruasa|Cereals|Processed/Products
AP034|Air (Water)|75.3 g|Batar daan|Cereals|Processed/Products
AP034|Energi (Energy)|107 Kal|Batar daan|Cereals|Processed/Products
AP034|Protein (Protein)|2.2 g|Batar daan|Cereals|Processed/Products
AP034|Lemak (Fat)|2.2 g|Batar daan|Cereals|Processed/Products
AP034|Karbohidrat (CHO)|19.6 g|Batar daan|Cereals|Processed/Products
AP034|Abu (ASH)|0.7 g|Batar daan|Cereals|Processed/Products
AP034|Kalsium (Ca)|20 mg|Batar daan|Cereals|Processed/Products
AP034|Fosfor (P)|30 mg|Batar daan|Cereals|Processed/Products
AP034|Besi (Fe)|0.6 mg|Batar daan|Cereals|Processed/Products
AP034|Natrium (Na)|200 mg|Batar daan|Cereals|Processed/Products
AP034|Kalium (K)|90.0 mg|Batar daan|Cereals|Processed/Products
AP034|Tembaga (Cu)|0.10 mg|Batar daan|Cereals|Processed/Products
AP034|Thiamin (Vit. B1)|0.18 mg|Batar daan|Cereals|Processed/Products
AP034|Riboflavin (Vit. B2)|0.02 mg|Batar daan|Cereals|Processed/Products
AP035|Air (Water)|51.5 g|Bika ambon|Cereals|Processed/Products
AP035|Energi (Energy)|199 Kal|Bika ambon|Cereals|Processed/Products
AP035|Protein (Protein)|2.1 g|Bika ambon|Cereals|Processed/Products
AP035|Lemak (Fat)|1.5 g|Bika ambon|Cereals|Processed/Products
AP035|Karbohidrat (CHO)|44.4 g|Bika ambon|Cereals|Processed/Products
AP035|Serat (Fibre)|0.3 g|Bika ambon|Cereals|Processed/Products
AP035|Abu (ASH)|0.6 g|Bika ambon|Cereals|Processed/Products
AP035|Kalsium (Ca)|45 mg|Bika ambon|Cereals|Processed/Products
AP035|Fosfor (P)|28 mg|Bika ambon|Cereals|Processed/Products
AP035|Besi (Fe)|1.8 mg|Bika ambon|Cereals|Processed/Products
AP035|Retinol (Vit. A)|0 mcg|Bika ambon|Cereals|Processed/Products
AP035|Karoten Total (Re)|408 mcg|Bika ambon|Cereals|Processed/Products
AP035|Thiamin (Vit. B1)|0.10 mg|Bika ambon|Cereals|Processed/Products
AP035|Niasin (Niacin)|0.0 mg|Bika ambon|Cereals|Processed/Products
AP035|Vitamin C (Vit. C)|0 mg|Bika ambon|Cereals|Processed/Products
AP036|Air (Water)|44.4 g|Bingka|Cereals|Processed/Products
AP036|Energi (Energy)|273 Kal|Bingka|Cereals|Processed/Products
AP036|Protein (Protein)|5.3 g|Bingka|Cereals|Processed/Products
AP036|Lemak (Fat)|10.6 g|Bingka|Cereals|Processed/Products
AP036|Karbohidrat (CHO)|39.1 g|Bingka|Cereals|Processed/Products
AP036|Abu (ASH)|0.6 g|Bingka|Cereals|Processed/Products
AP037|Air (Water)|46.3 g|Bobengka|Cereals|Processed/Products
AP037|Energi (Energy)|225 Kal|Bobengka|Cereals|Processed/Products
AP037|Protein (Protein)|5.3 g|Bobengka|Cereals|Processed/Products
AP037|Lemak (Fat)|2.6 g|Bobengka|Cereals|Processed/Products
AP037|Karbohidrat (CHO)|45.2 g|Bobengka|Cereals|Processed/Products
AP037|Abu (ASH)|0.6 g|Bobengka|Cereals|Processed/Products
AP038|Air (Water)|55.6 g|Bolu peca|Cereals|Processed/Products
AP038|Energi (Energy)|197 Kal|Bolu peca|Cereals|Processed/Products
AP038|Protein (Protein)|3.3 g|Bolu peca|Cereals|Processed/Products
AP038|Lemak (Fat)|4.6 g|Bolu peca|Cereals|Processed/Products
AP038|Karbohidrat (CHO)|35.6 g|Bolu peca|Cereals|Processed/Products
AP038|Abu (ASH)|0.9 g|Bolu peca|Cereals|Processed/Products
AP038|Fosfor (P)|0 mg|Bolu peca|Cereals|Processed/Products
AP038|Besi (Fe)|0.0 mg|Bolu peca|Cereals|Processed/Products
AP038|Natrium (Na)|0 mg|Bolu peca|Cereals|Processed/Products
AP038|Kalium (K)|0.0 mg|Bolu peca|Cereals|Processed/Products
AP038|Riboflavin (Vit. B2)|0.00 mg|Bolu peca|Cereals|Processed/Products
AP038|Niasin (Niacin)|0.0 mg|Bolu peca|Cereals|Processed/Products
AP038|Vitamin C (Vit. C)|0 mg|Bolu peca|Cereals|Processed/Products
AP039|Air (Water)|37.4 g|Brem|Cereals|Processed/Products
AP039|Energi (Energy)|249 Kal|Brem|Cereals|Processed/Products
AP039|Protein (Protein)|3.4 g|Brem|Cereals|Processed/Products
AP039|Lemak (Fat)|0.4 g|Brem|Cereals|Processed/Products
AP039|Karbohidrat (CHO)|58.0 g|Brem|Cereals|Processed/Products
AP039|Serat (Fibre)|0.0 g|Brem|Cereals|Processed/Products
AP039|Abu (ASH)|0.9 g|Brem|Cereals|Processed/Products
AP039|Kalsium (Ca)|198 mg|Brem|Cereals|Processed/Products
AP039|Fosfor (P)|86 mg|Brem|Cereals|Processed/Products
AP039|Besi (Fe)|2.0 mg|Brem|Cereals|Processed/Products
AP039|Retinol (Vit. A)|0 mcg|Brem|Cereals|Processed/Products
